"classe","pays","pct_feculents_tps","pct_proteines_tps","pct_fruits_tps","pct_legumes_tps","pct_feculents_fix","pct_proteines_fix","pct_fruits_fix","pct_legumes_fix","cat_max_fix"
"Equilibre","Ukraine",50.4143430447699,29.0821910668682,0,20.5034658883619,54.7619047619048,21.4285714285714,0,23.8095238095238,"feculents"
"PresqueEquilibre","Finland",39.6797388504125,0,15.3248930257179,44.9953681238696,42.4242424242424,0,19.6969696969697,37.8787878787879,"feculents"
"Equilibre","Spain",41.9971724086614,32.1378078726096,2.44065778703773,23.4243619316913,40.9090909090909,27.2727272727273,4.54545454545455,27.2727272727273,"feculents"
"PasEquilibre","France",0,46.1158046569132,41.5104059344735,12.3737894086132,0,39.2857142857143,39.2857142857143,21.4285714285714,"proteines"
"PresqueEquilibre","South Korea",37.4526471403493,38.0532199944562,0,24.4941328651945,27.5862068965517,31.0344827586207,0,41.3793103448276,"legumes"
"PasEquilibre","USA",25.3844853811053,38.0767280716579,0,36.5387865472368,28.5714285714286,42.8571428571429,0,28.5714285714286,"proteines"
"PasEquilibre","Italy",43.0717169318452,42.2880550938019,0,14.6402279743529,41.025641025641,46.1538461538462,0,12.8205128205128,"proteines"
"PasEquilibre","Brazil",46.8864468864469,22.0845046426442,9.20010222335804,21.8289462475509,39.5833333333333,27.0833333333333,8.33333333333333,25,"feculents"
"Equilibre","Greece",48.9970950338913,40.2199474339466,5.17360630792641,5.60935122423572,43.1818181818182,34.0909090909091,9.09090909090909,13.6363636363636,"feculents"
"PasEquilibre","Ukraine",73.7090544986411,13.4315548562437,0,12.8593906451151,70.8333333333333,12.5,0,16.6666666666667,"feculents"
"PresqueEquilibre","Finland",27.8155239859996,0,22.7300802964793,49.4543957175211,38.4615384615385,0,23.0769230769231,38.4615384615385,"legumes"
"Equilibre","Spain",32.2952243125904,21.0709117221418,7.71056439942113,38.9232995658466,37.0967741935484,22.5806451612903,6.45161290322581,33.8709677419355,"feculents"
"Equilibre","France",0,46.7370272647318,41.5479331574318,11.7150395778364,0,28.5714285714286,28.5714285714286,42.8571428571429,"legumes"
"PresqueEquilibre","South Korea",11.997966446365,22.9283172343671,0,65.0737163192679,14.2857142857143,25,0,60.7142857142857,"legumes"
"PasEquilibre","USA",38.4738068948595,31.9960741013373,4.29395166237271,25.2361673414305,31.5789473684211,31.5789473684211,10.5263157894737,26.3157894736842,"proteines"
"Equilibre","Italy",29.2064032697548,34.9284741144414,15.8038147138965,20.0613079019074,30.7692307692308,30.7692307692308,23.0769230769231,15.3846153846154,"proteines"
"PresqueEquilibre","Brazil",34.2580916351408,26.9020596889449,14.9782821913969,23.8615664845173,28.5714285714286,21.4285714285714,14.2857142857143,35.7142857142857,"legumes"
"PresqueEquilibre","Ukraine",44.4481514057808,29.2863425434473,0,26.2655060507719,52.3076923076923,16.9230769230769,0,30.7692307692308,"feculents"
"PresqueEquilibre","Finland",40.2384081096302,0,19.9987485138602,39.7628433765096,32.9896907216495,0,15.4639175257732,51.5463917525773,"legumes"
"Equilibre","Spain",36.0273625538384,22.7261211046364,10.8436787433494,30.4028375981758,35.7142857142857,17.8571428571429,10.7142857142857,35.7142857142857,"legumes"
"PresqueEquilibre","France",0,45.2435260968737,30.6319602844492,24.124513618677,0,35.8974358974359,28.2051282051282,35.8974358974359,"legumes"
"Equilibre","South Korea",24.3552237802213,39.0060190322472,0,36.6387571875315,22.2222222222222,37.037037037037,0,40.7407407407407,"legumes"
"PresqueEquilibre","USA",43.9544807965861,45.677256203572,6.72778041199094,3.64048258785101,43.9024390243902,39.0243902439024,7.31707317073171,9.75609756097561,"feculents"
"Equilibre","Italy",27.9947694581841,32.5999204047985,23.6454602308261,15.7598499061914,32.6086956521739,32.6086956521739,13.0434782608696,21.7391304347826,"proteines"
"Equilibre","Brazil",25.8611766059003,24.3602277301742,20.8695152107654,28.90908045316,32.6530612244898,24.4897959183673,14.2857142857143,28.5714285714286,"feculents"
"Equilibre","Greece",24.4559984594647,37.0614288465242,33.6260350471789,4.85653764683227,25.4901960784314,33.3333333333333,35.2941176470588,5.88235294117647,"fruits"
"Equilibre","Ukraine",48.8408732838172,21.0293345337235,0,30.1297921824593,51.1627906976744,20.9302325581395,0,27.906976744186,"feculents"
"PresqueEquilibre","Finland",33.6492178098676,0,23.9545728038508,42.3962093862816,33.3333333333333,0,20.5128205128205,46.1538461538462,"legumes"
"Equilibre","Spain",28.4523300555793,22.7020094057289,7.43907652843095,41.4065840102608,35.2941176470588,29.4117647058824,5.88235294117647,29.4117647058824,"feculents"
"PresqueEquilibre","France",0,30.9465808247781,36.3580998781973,32.6953192970245,0,29.2682926829268,36.5853658536585,34.1463414634146,"fruits"
"Equilibre","South Korea",30.6233227616492,38.0824591363747,0,31.2942181019761,21.875,31.25,0,46.875,"legumes"
"PasEquilibre","USA",21.5077605321508,60.0104343289422,4.14764575453241,14.3341593843746,35.2941176470588,29.4117647058824,5.88235294117647,29.4117647058824,"feculents"
"Equilibre","Italy",11.8679842655665,63.3023121941859,7.92478173270652,16.904921807541,31.25,25,18.75,25,"feculents"
"Equilibre","Brazil",37.149465163342,28.4330731425267,7.19861231569818,27.2188493784331,35,25,10,30,"feculents"
"Equilibre","Greece",32.0062860136197,29.8480880041907,12.8653745416448,25.2802514405448,38.8888888888889,27.7777777777778,11.1111111111111,22.2222222222222,"feculents"
"PasEquilibre","Ukraine",28.5289010171173,25.0558174150335,0,46.4152815678492,27.2727272727273,18.1818181818182,0,54.5454545454545,"legumes"
"Equilibre","Finland",33.0066261733849,0,25.2346769740475,41.7586968525676,33.3333333333333,0,23.8095238095238,42.8571428571429,"legumes"
"Equilibre","Spain",31.6421656507709,23.7361061312298,17.8379347436357,26.7837934743636,33.3333333333333,16.6666666666667,16.6666666666667,33.3333333333333,"legumes"
"PasEquilibre","France",0,42.9949964260186,43.048606147248,13.9563974267334,0,42.8571428571429,35.7142857142857,21.4285714285714,"proteines"
"Equilibre","South Korea",28.5735272513589,40.913765241663,0,30.5127075069781,25,31.25,0,43.75,"legumes"
"PasEquilibre","USA",29.5182481751825,57.1386861313869,0.905109489051095,12.4379562043796,25,37.5,12.5,25,"proteines"
"PresqueEquilibre","Italy",20.7301720520353,33.5921107847251,33.1934536298783,12.4842635333613,41.6666666666667,16.6666666666667,16.6666666666667,25,"feculents"
"Equilibre","Brazil",24.9949114593934,32.9330348056178,20.6594748626094,21.4125788723794,40,20,10,30,"feculents"
"PresqueEquilibre","Greece",40.5967450271248,36.0910186859554,14.1048824593128,9.20735382760699,33.3333333333333,33.3333333333333,19.047619047619,14.2857142857143,"proteines"
"PasEquilibre","Ukraine",44.2041718626006,25.4761364924612,0,30.3196916449382,40,17.1428571428571,0,42.8571428571429,"legumes"
"Equilibre","Finland",37.8361391694725,0,14.7654320987654,47.3984287317621,30.3571428571429,0,14.2857142857143,55.3571428571429,"legumes"
"PresqueEquilibre","Spain",53.1128147511731,31.9377437049765,7.7589055581257,7.19053598572467,51.5625,29.6875,4.6875,14.0625,"feculents"
"PresqueEquilibre","France",0,44.5863429890535,39.7423486484474,15.6713083624991,0,33.8983050847458,35.5932203389831,30.5084745762712,"fruits"
"PresqueEquilibre","South Korea",25.3682487725041,41.8030551009274,0,32.8286961265685,20.8955223880597,32.8358208955224,0,46.2686567164179,"legumes"
"PasEquilibre","USA",35.2520881553789,40.5253094495321,11.0999295562041,13.122672838885,32.258064516129,32.258064516129,9.67741935483871,25.8064516129032,"proteines"
"PresqueEquilibre","Italy",24.9665327978581,56.8830879071843,5.47002826119292,12.6803510337647,32.4324324324324,32.4324324324324,13.5135135135135,21.6216216216216,"proteines"
"PresqueEquilibre","Brazil",42.6373710064354,24.7629564753817,12.082555881345,20.5171166368379,42.5531914893617,8.51063829787234,19.1489361702128,29.7872340425532,"feculents"
"PresqueEquilibre","Greece",42.3981450811527,39.3537896353398,8.24475292842302,10.0033123550845,42.8571428571429,32.967032967033,10.989010989011,13.1868131868132,"feculents"
"PasEquilibre","Ukraine",52.7729802341201,25.3981961235847,0,21.8288236422951,58.6206896551724,24.1379310344828,0,17.2413793103448,"feculents"
"PasEquilibre","Finland",37.9246239648471,0,27.6322460706439,34.443129964509,36.3636363636364,0,18.1818181818182,45.4545454545455,"legumes"
"Equilibre","Spain",37.1895002642551,28.4162311351224,2.71889130307123,31.6753772975512,34.375,21.875,6.25,37.5,"legumes"
"PresqueEquilibre","France",0,37.3228729550569,41.0752295809767,21.6018974639664,0,32.5,35,32.5,"fruits"
"Equilibre","South Korea",26.9171021042226,40.5168761474368,0,32.5660217483406,21.9512195121951,36.5853658536585,0,41.4634146341463,"legumes"
"PresqueEquilibre","USA",20.6953060985602,51.496351788989,3.97206289749893,23.8362792149518,25.8620689655172,43.1034482758621,5.17241379310345,25.8620689655172,"proteines"
"Equilibre","Italy",33.8471599402093,42.7597159940209,8.13714499252616,15.2559790732436,30,35,20,15,"proteines"
"Equilibre","Brazil",32.7852178335311,25.4223879753631,21.6759902808386,20.1164039102673,37.1428571428571,14.2857142857143,20,28.5714285714286,"feculents"
"Equilibre","Greece",35.6550336229323,38.2172483188534,17.7980660678349,8.32965199037942,38.7755102040816,30.6122448979592,16.3265306122449,14.2857142857143,"feculents"
"PresqueEquilibre","Ukraine",41.9227850502751,8.98311515841396,0,49.0940997913109,46.7741935483871,9.67741935483871,0,43.5483870967742,"feculents"
"PresqueEquilibre","Finland",25.0819345093904,0,22.6082247997948,52.3098406908148,28,0,22.6666666666667,49.3333333333333,"legumes"
"Equilibre","Spain",40.2335456475584,33.2908704883227,0.686482661004954,25.7891012031139,34.6153846153846,23.0769230769231,3.84615384615385,38.4615384615385,"legumes"
"Equilibre","France",0,38.7893048128342,39.9614973262032,21.2491978609626,0,35.4166666666667,35.4166666666667,29.1666666666667,"proteines"
"Equilibre","South Korea",17.631191760667,23.2773418342325,0,59.0914664051005,17.6470588235294,23.5294117647059,0,58.8235294117647,"legumes"
"PresqueEquilibre","USA",38.5102739726027,28.1934931506849,9.30650684931507,23.9897260273973,42.4242424242424,15.1515151515152,12.1212121212121,30.3030303030303,"feculents"
"Equilibre","Italy",19.3178505490234,64.3863570109805,3.29414051112623,13.0016519288699,38.8888888888889,22.2222222222222,11.1111111111111,27.7777777777778,"feculents"
"PresqueEquilibre","Brazil",42.9320113314448,29.2776203966006,5.84985835694051,21.9405099150142,40.7407407407407,29.6296296296296,11.1111111111111,18.5185185185185,"feculents"
"Equilibre","Greece",33.6151709143616,35.0283850706607,17.4658775214398,13.8905664935379,33.3333333333333,33.3333333333333,14.2857142857143,19.047619047619,"proteines"
"Equilibre","Ukraine",31.2687013764213,23.1431611144358,0,45.5881375091429,31.8181818181818,18.1818181818182,0,50,"legumes"
"PresqueEquilibre","France",0,40.048057669203,49.928485611305,10.023456719492,0,35.8974358974359,41.025641025641,23.0769230769231,"fruits"
"Equilibre","South Korea",22.6606848562534,27.7604834279436,0,49.578831715803,17.2413793103448,24.1379310344828,0,58.6206896551724,"legumes"
"Equilibre","Italy",14.0009756777476,27.5698654958534,15.3529862708203,43.0761725555788,22.2222222222222,27.7777777777778,16.6666666666667,33.3333333333333,"legumes"
"PresqueEquilibre","Brazil",44.5345954473744,21.6046878521524,5.49019607843137,28.3705206220419,42.8571428571429,26.530612244898,4.08163265306122,26.530612244898,"feculents"
"PresqueEquilibre","Ukraine",46.4270168311085,31.2790191526407,0,22.2939640162507,47.2222222222222,18.0555555555556,0,34.7222222222222,"feculents"
"PresqueEquilibre","Finland",49.254215304799,0,14.662775616083,36.083009079118,38.2978723404255,0,14.8936170212766,46.8085106382979,"legumes"
"Equilibre","Spain",47.7337021437103,25.7025209027472,5.04494876469479,21.5188281888477,51.25,22.5,7.5,18.75,"feculents"
"Equilibre","France",0,41.5470494417863,41.5470494417863,16.9059011164274,0,40,40,20,"proteines"
"PresqueEquilibre","South Korea",30.1534560398723,36.1780264941197,0,33.668517466008,25.8064516129032,32.258064516129,0,41.9354838709677,"legumes"
"PasEquilibre","USA",34.4300465681312,47.6209759060539,13.1808058311399,4.76817169467504,38.8888888888889,30.5555555555556,16.6666666666667,13.8888888888889,"feculents"
"Equilibre","Italy",14.3052208835341,36.5140562248996,34.0401606425703,15.140562248996,37.5,21.875,18.75,21.875,"feculents"
"PresqueEquilibre","Brazil",49.5283612124261,18.5133945415671,3.33920261602314,28.6190416299836,39.1304347826087,39.1304347826087,6.52173913043478,15.2173913043478,"proteines"
"Equilibre","Greece",38.6940162641097,42.1106930452725,7.13678844519966,12.0585022454181,32.3529411764706,35.2941176470588,11.7647058823529,20.5882352941176,"proteines"
"PresqueEquilibre","Ukraine",55.6183919350873,14.9577903450537,0,29.423817719859,60,20,0,20,"feculents"
"PresqueEquilibre","Finland",29.2829916555063,0,21.1239311836819,49.5930771608118,28.5714285714286,0,17.1428571428571,54.2857142857143,"legumes"
"Equilibre","Spain",42.4110275689223,24.3508771929825,1.20802005012531,32.0300751879699,41.025641025641,30.7692307692308,2.56410256410256,25.6410256410256,"feculents"
"Equilibre","France",0,41.7955801104972,40.5616942909761,17.6427255985267,0,44.4444444444444,38.8888888888889,16.6666666666667,"proteines"
"Equilibre","South Korea",23.9198955713331,38.2852048775829,0,37.7948995510841,25.3164556962025,39.2405063291139,0,35.4430379746835,"proteines"
"PresqueEquilibre","USA",34.5037345037345,44.7793947793948,7.14945714945715,13.5674135674136,37.2881355932203,32.2033898305085,8.47457627118644,22.0338983050847,"feculents"
"Equilibre","Italy",14.8464163822526,50.2133105802048,7.965626523647,26.9746465138957,21.9512195121951,31.7073170731707,17.0731707317073,29.2682926829268,"proteines"
"Equilibre","Brazil",35.4696236432834,32.3685570643236,12.1458441009256,20.0159751914674,34.6938775510204,28.5714285714286,12.2448979591837,24.4897959183673,"feculents"
"PresqueEquilibre","Greece",19.0700316481376,25.6187616651789,14.1199383267062,41.1912683599773,20,28,20,32,"legumes"
"Equilibre","Ukraine",52.6260922888242,18.8870151770658,0,28.4868925341101,52.112676056338,15.4929577464789,0,32.3943661971831,"feculents"
"PresqueEquilibre","Finland",26.8500528343048,0,18.2465828135119,54.9033643521832,26.0869565217391,0,18.8405797101449,55.0724637681159,"legumes"
"Equilibre","Spain",38.2766174967139,23.4818168540967,6.56053746166204,31.6810281875274,39.7260273972603,20.5479452054795,9.58904109589041,30.1369863013699,"feculents"
"PasEquilibre","France",0,47.2496066279182,33.3354741337786,19.4149192383032,0,37.8378378378378,31.0810810810811,31.0810810810811,"proteines"
"Equilibre","South Korea",32.1329119864835,39.7046400300366,0,28.1624479834799,26.5822784810127,32.9113924050633,0,40.5063291139241,"legumes"
"PasEquilibre","USA",44.1192969334331,42.1185489902767,9.01271503365744,4.74943904263276,44.1176470588235,35.2941176470588,11.7647058823529,8.82352941176471,"feculents"
"Equilibre","Italy",43.1620314389359,37.7932285368803,4.77025392986699,14.2744860943168,34.7826086956522,36.9565217391304,10.8695652173913,17.3913043478261,"proteines"
"PresqueEquilibre","Brazil",54.6189146049481,14.1111332801277,19.8872705506784,11.3826815642458,42.1052631578947,18.4210526315789,21.0526315789474,18.4210526315789,"feculents"
"PasEquilibre","Greece",36.0935357374841,35.6580941612337,20.7424158587341,7.50595424254818,33.695652173913,28.2608695652174,26.0869565217391,11.9565217391304,"feculents"
"PresqueEquilibre","Ukraine",39.875,10.609375,0,49.515625,54.1666666666667,16.6666666666667,0,29.1666666666667,"feculents"
"PasEquilibre","Finland",38.9745969145111,0,38.9745969145111,22.0508061709778,30.7692307692308,0,30.7692307692308,38.4615384615385,"legumes"
"Equilibre","Spain",45.8315334773218,27.1490280777538,5.55075593952484,21.4686825053996,41.6666666666667,16.6666666666667,16.6666666666667,25,"feculents"
"PresqueEquilibre","France",0,31.5659476370822,35.9459904495307,32.4880619133871,0,27.7777777777778,33.3333333333333,38.8888888888889,"legumes"
"Equilibre","South Korea",30.1848687276682,37.0980270312257,0,32.7171042411061,18.75,31.25,0,50,"legumes"
"PresqueEquilibre","USA",40.4426559356137,39.767174475424,12.3311296349526,7.45903995400977,57.8947368421053,21.0526315789474,10.5263157894737,10.5263157894737,"feculents"
"Equilibre","Italy",9.60135708227311,49.4486853265479,10.0763358778626,30.8736217133164,13.3333333333333,33.3333333333333,13.3333333333333,40,"legumes"
"Equilibre","Brazil",47.7155777327304,18.3221581163262,16.435365663496,17.5268984874474,38.8888888888889,11.1111111111111,27.7777777777778,22.2222222222222,"feculents"
"Equilibre","Greece",29.3128205128205,33.6615384615385,25.1384615384615,11.8871794871795,30.7692307692308,30.7692307692308,23.0769230769231,15.3846153846154,"proteines"
"PresqueEquilibre","Ukraine",42.5622693726937,19.9723247232472,0,37.465405904059,50,20.8333333333333,0,29.1666666666667,"feculents"
"PresqueEquilibre","Finland",28.0238715642599,0,21.1902160208456,50.7859124148945,29.6296296296296,0,18.5185185185185,51.8518518518518,"legumes"
"Equilibre","Spain",35.4141495502752,29.1314270371862,17.8681702241912,17.5862531883474,37.5,25,18.75,18.75,"feculents"
"PasEquilibre","France",0,38.4559735427863,44.3778420835056,17.1661843737081,0,34.7826086956522,43.4782608695652,21.7391304347826,"fruits"
"PresqueEquilibre","South Korea",21.8080830227289,33.1286998465249,0,45.0632171307462,22.5806451612903,35.4838709677419,0,41.9354838709677,"legumes"
"PasEquilibre","USA",21.1285425101215,56.6295546558704,7.97064777327935,14.2712550607287,44.4444444444444,33.3333333333333,11.1111111111111,11.1111111111111,"feculents"
"Equilibre","Italy",28.9909762100082,25.0861361771944,8.28547990155866,37.6374077112387,37.5,31.25,6.25,25,"feculents"
"Equilibre","Brazil",37.1094775531636,3.59674455237595,25.4003675505382,33.8934103439223,45.4545454545455,9.09090909090909,18.1818181818182,27.2727272727273,"feculents"
"Equilibre","Greece",42.8083028083028,29.97150997151,16.1334961334961,11.0866910866911,33.3333333333333,33.3333333333333,16.6666666666667,16.6666666666667,"proteines"
"PresqueEquilibre","Ukraine",48.8947171225178,27.4010241039091,0,23.7042587735731,55,20,0,25,"feculents"
"Equilibre","Finland",39.4798110822856,0,25.1513337324553,35.3688551852591,38.4615384615385,0,17.9487179487179,43.5897435897436,"legumes"
"Equilibre","Spain",38.6009107644608,28.3984110066854,3.65274682685786,29.3479314019959,37.5,25,12.5,25,"feculents"
"PresqueEquilibre","France",0,39.2963464140731,33.8430311231394,26.8606224627876,0,37.5,31.25,31.25,"proteines"
"Equilibre","South Korea",32.4926542605289,41.1728697355534,0,26.3344760039177,26.6666666666667,46.6666666666667,0,26.6666666666667,"proteines"
"PasEquilibre","USA",25.2272305694676,31.7380819884993,12.409571508069,30.625115933964,37.5,18.75,18.75,25,"feculents"
"Equilibre","Italy",21.0968921389397,46.8494820231566,10.5667276051188,21.4868982327849,35.2941176470588,35.2941176470588,11.7647058823529,17.6470588235294,"proteines"
"Equilibre","Brazil",48.4988452655889,18.7231936654569,13.7413394919169,19.0366215770373,36.8421052631579,21.0526315789474,21.0526315789474,21.0526315789474,"feculents"
"Equilibre","Greece",32.6080060902113,41.2104294867728,20.4275835818055,5.75398084121043,26.6666666666667,36.6666666666667,23.3333333333333,13.3333333333333,"proteines"
"PresqueEquilibre","Ukraine",61.4379654226364,16.696424683186,0,21.8656098941776,53.6231884057971,15.9420289855072,0,30.4347826086957,"feculents"
"PasEquilibre","Finland",32.6586972817296,0,15.627095908786,51.7142068094844,28.75,0,15,56.25,"legumes"
