"id_tester","id_item","Temps_Z1","Temps_Z2","Temps_Z3","Temps_Z4","Temps_Z5","tps_tot"
"27e050a3-45e8-4076-9c25-32be9040da4e","cc2a8b56-732c-4e4c-a058-248783b68587",0,544,910,0,2854,4308
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","cc2a8b56-732c-4e4c-a058-248783b68587",409,808,1265,3173,6804,12459
"398e712a-fae6-451d-83c9-a7e500227e62","cc2a8b56-732c-4e4c-a058-248783b68587",691,1005,1903,0,0,3599
"65681129-f83c-4293-9ce3-9d1429367fd0","cc2a8b56-732c-4e4c-a058-248783b68587",872,2071,6280,4964,3856,18043
"035a43cf-cf88-4675-85e7-11eeb0b3641c","cc2a8b56-732c-4e4c-a058-248783b68587",2316,3980,4480,6105,11007,27888
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","cc2a8b56-732c-4e4c-a058-248783b68587",1169,444,632,1973,2411,6629
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","cc2a8b56-732c-4e4c-a058-248783b68587",173,528,484,2053,1866,5104
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","cc2a8b56-732c-4e4c-a058-248783b68587",0,1057,148,823,7258,9286
"9577727a-fa45-4185-9778-4a56a41cf0f6","cc2a8b56-732c-4e4c-a058-248783b68587",0,310,226,462,3893,4891
"073891b7-a928-4ff0-83e3-56f4d1a6315e","cc2a8b56-732c-4e4c-a058-248783b68587",0,0,0,4771,6143,10914
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","cc2a8b56-732c-4e4c-a058-248783b68587",624,1659,2049,2505,12167,19004
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","cc2a8b56-732c-4e4c-a058-248783b68587",1328,521,784,1509,1665,5807
"473d2e90-02dd-483e-ad19-3966ec20050a","cc2a8b56-732c-4e4c-a058-248783b68587",350,666,34,1544,1351,3945
"03964ff9-d24f-4a0a-a492-3a177e16eb11","cc2a8b56-732c-4e4c-a058-248783b68587",1622,11,267,3032,3460,8392
"e87291fb-8da5-4c7a-af30-4413737f2401","cc2a8b56-732c-4e4c-a058-248783b68587",842,437,445,827,1943,4494
"915ec45f-204b-411d-8ed7-7fdecb385e39","cc2a8b56-732c-4e4c-a058-248783b68587",1157,2176,2420,5668,10270,21691
"131ecf76-b806-4557-b2c0-183a418357ba","dd13fcba-0ae1-43d3-9d32-1672ed84f151",361,0,0,1146,2713,4220
"9560482a-f0a3-4f68-a311-03d22aedbd05","dd13fcba-0ae1-43d3-9d32-1672ed84f151",791,381,269,549,903,2893
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","dd13fcba-0ae1-43d3-9d32-1672ed84f151",0,0,0,883,1974,2857
"646465ef-0ad6-44cc-bd31-de24e1487943","dd13fcba-0ae1-43d3-9d32-1672ed84f151",3387,6848,4050,637,7983,22905
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","dd13fcba-0ae1-43d3-9d32-1672ed84f151",3290,1545,3158,2720,5428,16141
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","dd13fcba-0ae1-43d3-9d32-1672ed84f151",729,68,0,1866,4141,6804
"df6523cd-3270-4298-8d6f-00aa8e9455e6","dd13fcba-0ae1-43d3-9d32-1672ed84f151",671,2044,2667,206,1512,7100
"54c68134-2c2a-4f2e-974b-32310830af0e","dd13fcba-0ae1-43d3-9d32-1672ed84f151",1299,1168,960,292,3688,7407
"055d198c-f8b0-47b7-9eb3-94fc57808f93","dd13fcba-0ae1-43d3-9d32-1672ed84f151",928,503,1027,751,1003,4212
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","dd13fcba-0ae1-43d3-9d32-1672ed84f151",0,0,0,835,782,1617
"de86783a-ac86-419a-a230-dad6b421fba4","dd13fcba-0ae1-43d3-9d32-1672ed84f151",0,0,0,1941,4552,6493
"919c7921-7cef-4620-a2fe-766180ed2fbb","dd13fcba-0ae1-43d3-9d32-1672ed84f151",1667,1195,778,4265,8885,16790
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","dd13fcba-0ae1-43d3-9d32-1672ed84f151",2233,998,1308,1216,2963,8718
"06026e76-f9a4-4fb9-877d-bcd33373cdab","dd13fcba-0ae1-43d3-9d32-1672ed84f151",49,321,0,3106,2954,6430
"27e050a3-45e8-4076-9c25-32be9040da4e","dd13fcba-0ae1-43d3-9d32-1672ed84f151",687,1159,1650,0,8894,12390
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","dd13fcba-0ae1-43d3-9d32-1672ed84f151",1538,2513,547,996,4862,10456
"398e712a-fae6-451d-83c9-a7e500227e62","dd13fcba-0ae1-43d3-9d32-1672ed84f151",1093,191,177,140,745,2346
"65681129-f83c-4293-9ce3-9d1429367fd0","dd13fcba-0ae1-43d3-9d32-1672ed84f151",1930,1586,1966,4457,2721,12660
"035a43cf-cf88-4675-85e7-11eeb0b3641c","dd13fcba-0ae1-43d3-9d32-1672ed84f151",2206,1418,1259,1793,3970,10646
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","dd13fcba-0ae1-43d3-9d32-1672ed84f151",402,482,352,1131,1768,4135
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","dd13fcba-0ae1-43d3-9d32-1672ed84f151",0,576,359,687,7085,8707
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","dd13fcba-0ae1-43d3-9d32-1672ed84f151",365,841,357,640,4492,6695
"9577727a-fa45-4185-9778-4a56a41cf0f6","dd13fcba-0ae1-43d3-9d32-1672ed84f151",0,14,107,680,3389,4190
"073891b7-a928-4ff0-83e3-56f4d1a6315e","dd13fcba-0ae1-43d3-9d32-1672ed84f151",0,566,209,2621,12665,16061
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","dd13fcba-0ae1-43d3-9d32-1672ed84f151",1136,2466,328,2571,5868,12369
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","dd13fcba-0ae1-43d3-9d32-1672ed84f151",954,621,1343,3140,6934,12992
"473d2e90-02dd-483e-ad19-3966ec20050a","dd13fcba-0ae1-43d3-9d32-1672ed84f151",418,323,34,942,3016,4733
"03964ff9-d24f-4a0a-a492-3a177e16eb11","dd13fcba-0ae1-43d3-9d32-1672ed84f151",63,611,173,392,564,1803
"e87291fb-8da5-4c7a-af30-4413737f2401","dd13fcba-0ae1-43d3-9d32-1672ed84f151",1253,0,181,1008,2745,5187
"915ec45f-204b-411d-8ed7-7fdecb385e39","dd13fcba-0ae1-43d3-9d32-1672ed84f151",2377,508,964,2342,4505,10696
"131ecf76-b806-4557-b2c0-183a418357ba","6afda059-04a5-4308-b776-a532ed142284",233,0,0,1356,3585,5174
"9560482a-f0a3-4f68-a311-03d22aedbd05","6afda059-04a5-4308-b776-a532ed142284",635,555,218,517,2409,4334
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","6afda059-04a5-4308-b776-a532ed142284",716,119,144,4643,7452,13074
"646465ef-0ad6-44cc-bd31-de24e1487943","6afda059-04a5-4308-b776-a532ed142284",665,2164,962,1963,12159,17913
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","6afda059-04a5-4308-b776-a532ed142284",1425,1116,1264,1820,3135,8760
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","6afda059-04a5-4308-b776-a532ed142284",1216,975,575,1972,5562,10300
"df6523cd-3270-4298-8d6f-00aa8e9455e6","6afda059-04a5-4308-b776-a532ed142284",3121,4350,2373,2047,3859,15750
"54c68134-2c2a-4f2e-974b-32310830af0e","6afda059-04a5-4308-b776-a532ed142284",1684,1101,687,3119,6224,12815
"055d198c-f8b0-47b7-9eb3-94fc57808f93","6afda059-04a5-4308-b776-a532ed142284",5323,5418,3683,2451,9491,26366
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","6afda059-04a5-4308-b776-a532ed142284",0,0,0,2158,454,2612
"de86783a-ac86-419a-a230-dad6b421fba4","6afda059-04a5-4308-b776-a532ed142284",859,2961,433,1030,3386,8669
"919c7921-7cef-4620-a2fe-766180ed2fbb","6afda059-04a5-4308-b776-a532ed142284",329,720,1425,757,4782,8013
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","6afda059-04a5-4308-b776-a532ed142284",1239,1699,805,1186,1835,6764
"06026e76-f9a4-4fb9-877d-bcd33373cdab","6afda059-04a5-4308-b776-a532ed142284",306,0,330,2936,5621,9193
"27e050a3-45e8-4076-9c25-32be9040da4e","6afda059-04a5-4308-b776-a532ed142284",734,2196,1582,234,4662,9408
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","6afda059-04a5-4308-b776-a532ed142284",553,712,0,3105,1198,5568
"398e712a-fae6-451d-83c9-a7e500227e62","6afda059-04a5-4308-b776-a532ed142284",678,868,1224,184,348,3302
"65681129-f83c-4293-9ce3-9d1429367fd0","6afda059-04a5-4308-b776-a532ed142284",3010,4003,2467,703,2690,12873
"035a43cf-cf88-4675-85e7-11eeb0b3641c","6afda059-04a5-4308-b776-a532ed142284",1821,2236,1202,677,2853,8789
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","6afda059-04a5-4308-b776-a532ed142284",1335,2381,929,3346,5344,13335
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","6afda059-04a5-4308-b776-a532ed142284",266,2057,328,8140,5998,16789
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","6afda059-04a5-4308-b776-a532ed142284",1644,1232,417,1500,8071,12864
"9577727a-fa45-4185-9778-4a56a41cf0f6","6afda059-04a5-4308-b776-a532ed142284",168,187,0,649,4305,5309
"073891b7-a928-4ff0-83e3-56f4d1a6315e","6afda059-04a5-4308-b776-a532ed142284",479,278,2952,258,5436,9403
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","6afda059-04a5-4308-b776-a532ed142284",4207,3049,1278,3781,9152,21467
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","6afda059-04a5-4308-b776-a532ed142284",385,1447,1392,2102,5391,10717
"473d2e90-02dd-483e-ad19-3966ec20050a","6afda059-04a5-4308-b776-a532ed142284",478,1283,186,1651,4746,8344
"03964ff9-d24f-4a0a-a492-3a177e16eb11","6afda059-04a5-4308-b776-a532ed142284",0,0,0,3193,1727,4920
"e87291fb-8da5-4c7a-af30-4413737f2401","6afda059-04a5-4308-b776-a532ed142284",636,420,0,1018,2630,4704
"915ec45f-204b-411d-8ed7-7fdecb385e39","6afda059-04a5-4308-b776-a532ed142284",789,2361,2046,5093,6251,16540
"131ecf76-b806-4557-b2c0-183a418357ba","f61f9030-d814-495d-af95-0e643697de64",0,0,0,1611,3621,5232
"9560482a-f0a3-4f68-a311-03d22aedbd05","f61f9030-d814-495d-af95-0e643697de64",528,312,1063,1108,1546,4557
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","f61f9030-d814-495d-af95-0e643697de64",231,0,0,3465,9019,12715
"646465ef-0ad6-44cc-bd31-de24e1487943","f61f9030-d814-495d-af95-0e643697de64",1439,6576,2322,7393,5477,23207
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","f61f9030-d814-495d-af95-0e643697de64",1636,2726,1584,2615,2418,10979
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","f61f9030-d814-495d-af95-0e643697de64",275,159,0,2262,5567,8263
"df6523cd-3270-4298-8d6f-00aa8e9455e6","f61f9030-d814-495d-af95-0e643697de64",0,4844,4043,2288,2118,13293
"54c68134-2c2a-4f2e-974b-32310830af0e","f61f9030-d814-495d-af95-0e643697de64",179,400,338,1362,4182,6461
"055d198c-f8b0-47b7-9eb3-94fc57808f93","f61f9030-d814-495d-af95-0e643697de64",2799,5176,4418,5100,5007,22500
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","f61f9030-d814-495d-af95-0e643697de64",0,0,0,2995,1003,3998
"de86783a-ac86-419a-a230-dad6b421fba4","f61f9030-d814-495d-af95-0e643697de64",1211,2632,1345,2843,3490,11521
"919c7921-7cef-4620-a2fe-766180ed2fbb","f61f9030-d814-495d-af95-0e643697de64",1437,1483,1913,2094,4408,11335
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","f61f9030-d814-495d-af95-0e643697de64",785,1497,922,1273,1950,6427
"06026e76-f9a4-4fb9-877d-bcd33373cdab","f61f9030-d814-495d-af95-0e643697de64",190,325,115,4129,6839,11598
"27e050a3-45e8-4076-9c25-32be9040da4e","f61f9030-d814-495d-af95-0e643697de64",0,3449,1459,246,9071,14225
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","f61f9030-d814-495d-af95-0e643697de64",1418,1236,2638,1833,5371,12496
"398e712a-fae6-451d-83c9-a7e500227e62","f61f9030-d814-495d-af95-0e643697de64",628,3229,2817,2329,317,9320
"65681129-f83c-4293-9ce3-9d1429367fd0","f61f9030-d814-495d-af95-0e643697de64",2813,4949,691,2450,663,11566
"035a43cf-cf88-4675-85e7-11eeb0b3641c","f61f9030-d814-495d-af95-0e643697de64",2213,6222,9289,4509,7227,29460
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","f61f9030-d814-495d-af95-0e643697de64",1427,1963,4017,2651,4787,14845
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","f61f9030-d814-495d-af95-0e643697de64",0,1682,3092,889,4635,10298
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","f61f9030-d814-495d-af95-0e643697de64",660,670,1565,2605,6504,12004
"9577727a-fa45-4185-9778-4a56a41cf0f6","f61f9030-d814-495d-af95-0e643697de64",0,0,0,835,796,1631
"073891b7-a928-4ff0-83e3-56f4d1a6315e","f61f9030-d814-495d-af95-0e643697de64",0,994,1678,317,4932,7921
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","f61f9030-d814-495d-af95-0e643697de64",1254,5920,2089,1700,3794,14757
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","f61f9030-d814-495d-af95-0e643697de64",593,2196,1114,5298,7362,16563
"473d2e90-02dd-483e-ad19-3966ec20050a","f61f9030-d814-495d-af95-0e643697de64",65,465,202,724,2847,4303
"03964ff9-d24f-4a0a-a492-3a177e16eb11","f61f9030-d814-495d-af95-0e643697de64",987,303,0,2775,3448,7513
"e87291fb-8da5-4c7a-af30-4413737f2401","f61f9030-d814-495d-af95-0e643697de64",815,624,0,1729,2453,5621
"915ec45f-204b-411d-8ed7-7fdecb385e39","f61f9030-d814-495d-af95-0e643697de64",372,2282,3987,2829,10578,20048
"131ecf76-b806-4557-b2c0-183a418357ba","5445f170-12c1-48fc-9563-3709dd2993b0",0,0,0,878,2785,3663
"9560482a-f0a3-4f68-a311-03d22aedbd05","5445f170-12c1-48fc-9563-3709dd2993b0",776,1074,1161,766,2193,5970
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","5445f170-12c1-48fc-9563-3709dd2993b0",388,0,0,3085,9982,13455
"646465ef-0ad6-44cc-bd31-de24e1487943","5445f170-12c1-48fc-9563-3709dd2993b0",2578,4018,802,375,10302,18075
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","5445f170-12c1-48fc-9563-3709dd2993b0",677,854,756,890,1881,5058
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","5445f170-12c1-48fc-9563-3709dd2993b0",283,770,47,851,4844,6795
"df6523cd-3270-4298-8d6f-00aa8e9455e6","5445f170-12c1-48fc-9563-3709dd2993b0",1714,3198,3953,2369,6976,18210
"54c68134-2c2a-4f2e-974b-32310830af0e","5445f170-12c1-48fc-9563-3709dd2993b0",252,970,0,1416,9668,12306
"055d198c-f8b0-47b7-9eb3-94fc57808f93","5445f170-12c1-48fc-9563-3709dd2993b0",1714,2035,1334,4590,8580,18253
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","5445f170-12c1-48fc-9563-3709dd2993b0",0,0,0,1349,1753,3102
"de86783a-ac86-419a-a230-dad6b421fba4","5445f170-12c1-48fc-9563-3709dd2993b0",599,1535,98,1132,4317,7681
"919c7921-7cef-4620-a2fe-766180ed2fbb","5445f170-12c1-48fc-9563-3709dd2993b0",556,1505,31,3017,1843,6952
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","5445f170-12c1-48fc-9563-3709dd2993b0",1398,1389,1390,1567,4327,10071
"06026e76-f9a4-4fb9-877d-bcd33373cdab","5445f170-12c1-48fc-9563-3709dd2993b0",313,165,29,4853,3610,8970
"27e050a3-45e8-4076-9c25-32be9040da4e","5445f170-12c1-48fc-9563-3709dd2993b0",196,4168,680,245,6380,11669
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","5445f170-12c1-48fc-9563-3709dd2993b0",0,544,551,5165,1345,7605
"398e712a-fae6-451d-83c9-a7e500227e62","5445f170-12c1-48fc-9563-3709dd2993b0",1026,1503,2197,240,857,5823
"65681129-f83c-4293-9ce3-9d1429367fd0","5445f170-12c1-48fc-9563-3709dd2993b0",1222,3183,517,34,778,5734
"035a43cf-cf88-4675-85e7-11eeb0b3641c","5445f170-12c1-48fc-9563-3709dd2993b0",1126,3983,3781,2095,9168,20153
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","5445f170-12c1-48fc-9563-3709dd2993b0",2281,1380,684,1448,3788,9581
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","5445f170-12c1-48fc-9563-3709dd2993b0",0,626,599,463,2751,4439
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","5445f170-12c1-48fc-9563-3709dd2993b0",1610,1239,1942,1025,6537,12353
"9577727a-fa45-4185-9778-4a56a41cf0f6","5445f170-12c1-48fc-9563-3709dd2993b0",0,0,0,352,1163,1515
"073891b7-a928-4ff0-83e3-56f4d1a6315e","5445f170-12c1-48fc-9563-3709dd2993b0",0,749,1397,0,3982,6128
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","5445f170-12c1-48fc-9563-3709dd2993b0",2233,2521,0,7433,2473,14660
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","5445f170-12c1-48fc-9563-3709dd2993b0",631,140,156,2048,8512,11487
"473d2e90-02dd-483e-ad19-3966ec20050a","5445f170-12c1-48fc-9563-3709dd2993b0",2143,907,787,1077,4353,9267
"03964ff9-d24f-4a0a-a492-3a177e16eb11","5445f170-12c1-48fc-9563-3709dd2993b0",0,0,0,1959,3355,5314
"e87291fb-8da5-4c7a-af30-4413737f2401","5445f170-12c1-48fc-9563-3709dd2993b0",1337,1159,913,1114,1945,6468
"915ec45f-204b-411d-8ed7-7fdecb385e39","5445f170-12c1-48fc-9563-3709dd2993b0",1905,3120,2086,6717,12917,26745
