"id_tester","id_item","pays","num_stimulus","rep_Z1","rep_Z2","rep_Z3","rep_Z4","rep_Z5","fix_tot","Temps_Z1","Temps_Z2","Temps_Z3","Temps_Z4","Temps_Z5","tps_tot"
"055d198c-f8b0-47b7-9eb3-94fc57808f93","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,7,9,7,5,7,35,2867,4100,2882,4245,1442,15536
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1,5,4,5,1,16,439,1030,1156,2466,305,5396
"de86783a-ac86-419a-a230-dad6b421fba4","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,4,6,3,12,6,31,1136,1459,805,5754,1259,10413
"919c7921-7cef-4620-a2fe-766180ed2fbb","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,6,4,0,4,9,23,1261,1389,0,3542,4284,10476
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,3,4,2,4,3,16,1472,1361,526,1699,563,5621
"06026e76-f9a4-4fb9-877d-bcd33373cdab","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,7,9,6,9,8,39,2109,2947,2445,3455,3021,13977
"27e050a3-45e8-4076-9c25-32be9040da4e","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,0,2,5,9,0,16,0,811,1892,3818,0,6521
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,12,11,8,10,12,53,4584,4335,3227,6409,4092,22647
"398e712a-fae6-451d-83c9-a7e500227e62","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1,5,3,2,0,11,434,1350,685,420,0,2889
"65681129-f83c-4293-9ce3-9d1429367fd0","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,9,13,8,13,8,51,3435,3466,3664,4232,2506,17303
"035a43cf-cf88-4675-85e7-11eeb0b3641c","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2,6,2,6,6,22,286,1535,379,2514,1238,5952
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,6,13,4,16,8,47,1772,2528,1187,5031,1646,12164
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,0,3,11,6,1,21,0,1006,3093,4420,246,8765
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,0,8,5,7,1,21,0,2463,2557,3743,291,9054
"9577727a-fa45-4185-9778-4a56a41cf0f6","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2,5,1,5,1,14,654,3221,365,4868,324,9432
"073891b7-a928-4ff0-83e3-56f4d1a6315e","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,4,8,3,4,1,20,3037,2476,820,2390,97,8820
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,7,9,4,8,8,36,2489,3558,2369,4819,1183,14418
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2,5,3,10,7,27,184,1757,933,5367,1834,10075
"473d2e90-02dd-483e-ad19-3966ec20050a","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2,2,3,3,3,13,492,1272,895,2009,713,5381
"03964ff9-d24f-4a0a-a492-3a177e16eb11","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2,1,0,8,4,15,573,274,0,3721,1387,5955
"e87291fb-8da5-4c7a-af30-4413737f2401","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,3,6,2,3,1,15,723,1546,457,1460,427,4613
"915ec45f-204b-411d-8ed7-7fdecb385e39","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,5,13,10,18,10,56,836,3685,5169,9545,2361,21596
"199d1269-1d8a-420a-a986-1f4f2ab4355f","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,6,12,11,10,20,59,2474,3124,4512,6273,7513,23896
"fd0537e8-3103-47f8-9998-44570bb8a45e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,6,8,4,12,16,46,1575,3155,1378,2971,6897,15976
"e433aa11-cdb7-4733-88a9-7067cf52299b","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,13,9,4,12,10,48,4410,2361,1114,4059,4950,16894
"149c1889-4e83-4153-b763-54fb60e60d99","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,5,5,2,10,6,28,1265,1593,921,6781,2876,13436
"14229a71-f44e-4149-9f3c-aa7415691eae","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,9,6,5,9,32,1067,2322,2889,3529,5718,15525
"a724528f-7fe6-4ad6-bba1-21cb02db2af5","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,7,15,8,9,14,53,1472,3076,6025,7487,9300,27360
"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1,2,1,4,4,12,502,272,840,1303,1945,4862
"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,5,6,3,4,7,25,1081,1595,1223,2455,5021,11375
"c464d108-c77f-41e7-bcbc-d5855c9a7968","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,6,9,8,7,12,42,2518,2124,4357,6254,7243,22496
"b20e7a20-ca68-410c-8214-fbb92bfdfe17","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,6,7,3,4,4,24,1411,2385,860,1324,944,6924
"131f7620-d15d-4560-86ab-564145745b9b","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,5,1,4,8,21,526,1704,130,3072,8107,13539
"131ecf76-b806-4557-b2c0-183a418357ba","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,1,1,3,1,9,1255,17,583,1161,1339,4355
"9560482a-f0a3-4f68-a311-03d22aedbd05","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,5,3,2,3,3,16,1288,360,709,681,530,3568
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,0,5,6,4,12,27,0,1043,1160,3188,3688,9079
"646465ef-0ad6-44cc-bd31-de24e1487943","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,11,18,4,10,15,58,4356,8074,3075,1773,8023,25301
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,9,4,4,6,26,2086,1991,1901,2819,4090,12887
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,4,2,2,6,8,22,1098,945,1075,3236,3154,9508
"df6523cd-3270-4298-8d6f-00aa8e9455e6","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,0,8,14,2,7,31,0,1772,7522,1609,4650,15553
"54c68134-2c2a-4f2e-974b-32310830af0e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,4,15,7,14,42,575,1355,5950,4751,8946,21577
"055d198c-f8b0-47b7-9eb3-94fc57808f93","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,4,4,5,3,5,21,1713,1300,1645,347,3538,8543
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1,5,3,3,3,15,252,988,976,473,8047,10736
"de86783a-ac86-419a-a230-dad6b421fba4","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,4,2,2,4,14,677,1533,1759,3020,3272,10261
"919c7921-7cef-4620-a2fe-766180ed2fbb","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,7,8,4,16,10,45,2176,1631,2644,2952,4750,14153
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1,1,1,0,2,5,656,94,289,0,1559,2598
"06026e76-f9a4-4fb9-877d-bcd33373cdab","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,6,6,5,7,27,647,730,1193,2142,3616,8328
"27e050a3-45e8-4076-9c25-32be9040da4e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,3,1,2,2,11,662,1190,34,2137,765,4788
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,6,5,4,16,15,46,989,1141,1631,4223,7145,15129
"398e712a-fae6-451d-83c9-a7e500227e62","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1,3,5,1,4,14,331,891,2212,756,821,5011
"65681129-f83c-4293-9ce3-9d1429367fd0","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,5,10,11,13,15,54,872,2071,6280,4964,3856,18043
"035a43cf-cf88-4675-85e7-11eeb0b3641c","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,10,13,8,10,17,58,2316,3980,4480,6105,11007,27888
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,4,3,3,3,3,16,1169,444,632,1973,2411,6629
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,0,1,2,2,6,11,0,686,690,1634,4402,7412
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,6,2,3,6,19,436,1680,501,671,5496,8784
"9577727a-fa45-4185-9778-4a56a41cf0f6","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,2,2,1,3,10,335,435,1048,146,6807,8771
"073891b7-a928-4ff0-83e3-56f4d1a6315e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,0,0,0,4,5,9,0,0,0,4771,6143,10914
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1,6,6,9,18,40,624,1659,2049,2505,12167,19004
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,3,3,3,3,15,1421,1132,1089,754,2279,6675
"473d2e90-02dd-483e-ad19-3966ec20050a","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,0,2,3,2,4,11,0,797,709,1354,2654,5514
"03964ff9-d24f-4a0a-a492-3a177e16eb11","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,3,6,4,4,7,24,1183,2484,1549,2499,2984,10699
"e87291fb-8da5-4c7a-af30-4413737f2401","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,2,2,4,3,13,842,437,445,827,1943,4494
"915ec45f-204b-411d-8ed7-7fdecb385e39","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,6,9,5,17,21,58,1157,2176,2420,5668,10270,21691
"199d1269-1d8a-420a-a986-1f4f2ab4355f","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,11,13,5,11,19,59,3257,3524,1857,5705,11631,25974
"fd0537e8-3103-47f8-9998-44570bb8a45e","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,7,5,6,7,11,36,2132,471,1302,1269,4704,9878
"e433aa11-cdb7-4733-88a9-7067cf52299b","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,1,1,2,5,11,292,413,329,1004,2656,4694
"149c1889-4e83-4153-b763-54fb60e60d99","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,9,10,4,5,5,33,2848,2802,1087,1650,3293,11680
"14229a71-f44e-4149-9f3c-aa7415691eae","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,6,15,3,9,25,58,1601,6109,1018,3703,13198,25629
"a724528f-7fe6-4ad6-bba1-21cb02db2af5","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,6,8,3,4,10,31,1807,1304,1103,1696,4027,9937
"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,1,2,1,1,3,8,425,426,31,586,1957,3425
"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,5,1,3,5,17,672,1099,318,977,4601,7667
"c464d108-c77f-41e7-bcbc-d5855c9a7968","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,8,4,3,10,16,41,3626,691,1277,4717,8670,18981
"b20e7a20-ca68-410c-8214-fbb92bfdfe17","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,5,2,3,6,19,1697,2057,350,1439,2608,8151
"131f7620-d15d-4560-86ab-564145745b9b","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,6,0,4,9,21,817,2162,0,685,2253,5917
"131ecf76-b806-4557-b2c0-183a418357ba","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,2,0,2,5,12,962,522,0,749,1644,3877
"9560482a-f0a3-4f68-a311-03d22aedbd05","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,2,3,3,3,14,791,381,269,549,903,2893
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,3,3,4,4,17,778,816,1196,560,1861,5211
"646465ef-0ad6-44cc-bd31-de24e1487943","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,10,25,14,4,18,71,3387,6848,4050,637,7983,22905
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,10,9,6,8,11,44,3290,1545,3158,2720,5428,16141
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,5,7,4,7,7,30,1993,1895,1195,1394,3029,9506
"df6523cd-3270-4298-8d6f-00aa8e9455e6","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,8,12,1,5,29,671,2044,2667,206,1512,7100
"54c68134-2c2a-4f2e-974b-32310830af0e","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,2,2,2,4,12,1299,1168,960,292,3688,7407
"055d198c-f8b0-47b7-9eb3-94fc57808f93","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,2,2,2,5,14,928,503,1027,751,1003,4212
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,3,4,2,3,6,18,796,813,702,1473,3337,7121
"de86783a-ac86-419a-a230-dad6b421fba4","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,0,4,5,8,19,999,0,1334,1485,4434,8252
"919c7921-7cef-4620-a2fe-766180ed2fbb","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,5,11,12,6,13,47,1560,3008,4380,1821,8099,18868
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,7,3,6,4,6,26,2233,998,1308,1216,2963,8718
"06026e76-f9a4-4fb9-877d-bcd33373cdab","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,6,12,3,0,10,31,4390,3696,801,0,4309,13196
"27e050a3-45e8-4076-9c25-32be9040da4e","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,1,4,5,0,16,26,687,1159,1650,0,8894,12390
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,5,9,2,5,12,33,1538,2513,547,996,4862,10456
"398e712a-fae6-451d-83c9-a7e500227e62","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,1,1,2,1,2,7,1093,191,177,140,745,2346
"65681129-f83c-4293-9ce3-9d1429367fd0","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,10,11,8,8,7,44,1930,1586,1966,4457,2721,12660
"035a43cf-cf88-4675-85e7-11eeb0b3641c","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,7,6,4,5,8,30,2206,1418,1259,1793,3970,10646
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,4,2,4,3,15,402,482,352,1131,1768,4135
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,0,3,3,3,11,20,0,576,359,687,7085,8707
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,1,3,1,3,5,13,365,841,357,640,4492,6695
"9577727a-fa45-4185-9778-4a56a41cf0f6","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,4,2,1,3,12,659,1415,749,118,1814,4755
"073891b7-a928-4ff0-83e3-56f4d1a6315e","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,0,2,1,6,13,22,0,566,209,2621,12665,16061
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,4,9,3,8,13,37,1136,2466,328,2571,5868,12369
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,4,5,4,5,13,31,954,621,1343,3140,6934,12992
"473d2e90-02dd-483e-ad19-3966ec20050a","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,6,4,3,0,3,16,1360,1651,669,0,1711,5391
"03964ff9-d24f-4a0a-a492-3a177e16eb11","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,1,1,2,3,9,390,564,315,445,2238,3952
"e87291fb-8da5-4c7a-af30-4413737f2401","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,7,2,2,4,4,19,1499,519,858,1315,2767,6958
"915ec45f-204b-411d-8ed7-7fdecb385e39","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,7,3,4,8,12,34,2377,508,964,2342,4505,10696
"199d1269-1d8a-420a-a986-1f4f2ab4355f","6afda059-04a5-4308-b776-a532ed142284","Italy",238,7,12,2,7,13,41,1307,4426,434,2002,8239,16408
"fd0537e8-3103-47f8-9998-44570bb8a45e","6afda059-04a5-4308-b776-a532ed142284","Italy",238,6,7,2,10,7,32,4238,1885,419,1362,4546,12450
"e433aa11-cdb7-4733-88a9-7067cf52299b","6afda059-04a5-4308-b776-a532ed142284","Italy",238,6,12,4,4,10,36,2203,6181,1108,901,3956,14349
"149c1889-4e83-4153-b763-54fb60e60d99","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,5,2,5,4,18,339,1338,540,1448,6626,10291
"14229a71-f44e-4149-9f3c-aa7415691eae","6afda059-04a5-4308-b776-a532ed142284","Italy",238,4,3,2,4,7,20,871,1633,1533,2090,4577,10704
"a724528f-7fe6-4ad6-bba1-21cb02db2af5","6afda059-04a5-4308-b776-a532ed142284","Italy",238,5,8,4,8,12,37,1471,3410,2190,4524,15297,26892
"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,3,3,2,2,12,1582,595,197,791,1601,4766
"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","6afda059-04a5-4308-b776-a532ed142284","Italy",238,3,4,2,3,4,16,826,1762,209,1028,6598,10423
"c464d108-c77f-41e7-bcbc-d5855c9a7968","6afda059-04a5-4308-b776-a532ed142284","Italy",238,6,10,7,8,15,46,4159,2772,2794,2130,5734,17589
"b20e7a20-ca68-410c-8214-fbb92bfdfe17","6afda059-04a5-4308-b776-a532ed142284","Italy",238,3,2,2,2,4,13,928,1178,416,1299,2051,5872
"131f7620-d15d-4560-86ab-564145745b9b","6afda059-04a5-4308-b776-a532ed142284","Italy",238,0,5,10,6,18,39,0,2466,4803,2452,7123,16844
"131ecf76-b806-4557-b2c0-183a418357ba","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,3,2,2,4,13,699,1442,1436,909,2192,6678
"9560482a-f0a3-4f68-a311-03d22aedbd05","6afda059-04a5-4308-b776-a532ed142284","Italy",238,3,3,3,3,4,16,635,555,218,517,2409,4334
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","6afda059-04a5-4308-b776-a532ed142284","Italy",238,9,16,9,7,12,53,4070,4519,3032,2167,9547,23335
"646465ef-0ad6-44cc-bd31-de24e1487943","6afda059-04a5-4308-b776-a532ed142284","Italy",238,4,6,3,7,13,33,665,2164,962,1963,12159,17913
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","6afda059-04a5-4308-b776-a532ed142284","Italy",238,3,6,5,4,9,27,1425,1116,1264,1820,3135,8760
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","6afda059-04a5-4308-b776-a532ed142284","Italy",238,5,3,4,11,13,36,1216,975,575,1972,5562,10300
"df6523cd-3270-4298-8d6f-00aa8e9455e6","6afda059-04a5-4308-b776-a532ed142284","Italy",238,8,13,10,3,8,42,3121,4350,2373,2047,3859,15750
"54c68134-2c2a-4f2e-974b-32310830af0e","6afda059-04a5-4308-b776-a532ed142284","Italy",238,8,9,4,8,8,37,3270,4344,1684,3056,8396,20750
"055d198c-f8b0-47b7-9eb3-94fc57808f93","6afda059-04a5-4308-b776-a532ed142284","Italy",238,11,10,7,5,9,42,5323,5418,3683,2451,9491,26366
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","6afda059-04a5-4308-b776-a532ed142284","Italy",238,5,8,4,2,4,23,1393,2210,639,715,1436,6393
"de86783a-ac86-419a-a230-dad6b421fba4","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,3,1,4,6,16,859,2961,433,1030,3386,8669
"919c7921-7cef-4620-a2fe-766180ed2fbb","6afda059-04a5-4308-b776-a532ed142284","Italy",238,1,3,2,2,5,13,329,720,1425,757,4782,8013
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","6afda059-04a5-4308-b776-a532ed142284","Italy",238,3,3,4,3,4,17,1239,1699,805,1186,1835,6764
"06026e76-f9a4-4fb9-877d-bcd33373cdab","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,0,1,13,13,29,306,0,330,2936,5621,9193
"27e050a3-45e8-4076-9c25-32be9040da4e","6afda059-04a5-4308-b776-a532ed142284","Italy",238,1,5,4,1,8,19,734,2196,1582,234,4662,9408
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","6afda059-04a5-4308-b776-a532ed142284","Italy",238,7,6,4,5,7,29,2391,1478,1050,1429,4454,10802
"398e712a-fae6-451d-83c9-a7e500227e62","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,3,2,1,2,10,678,868,1224,184,348,3302
"65681129-f83c-4293-9ce3-9d1429367fd0","6afda059-04a5-4308-b776-a532ed142284","Italy",238,11,18,7,6,11,53,2061,3236,1914,1956,5210,14377
"035a43cf-cf88-4675-85e7-11eeb0b3641c","6afda059-04a5-4308-b776-a532ed142284","Italy",238,8,7,4,4,5,28,1821,2236,1202,677,2853,8789
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","6afda059-04a5-4308-b776-a532ed142284","Italy",238,3,10,4,9,12,38,1335,2381,929,3346,5344,13335
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","6afda059-04a5-4308-b776-a532ed142284","Italy",238,6,7,1,12,10,36,1062,3640,328,7808,6068,18906
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","6afda059-04a5-4308-b776-a532ed142284","Italy",238,5,8,6,2,8,29,2903,3829,1677,338,5373,14120
"9577727a-fa45-4185-9778-4a56a41cf0f6","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,3,0,1,4,10,676,1583,0,669,1587,4515
"073891b7-a928-4ff0-83e3-56f4d1a6315e","6afda059-04a5-4308-b776-a532ed142284","Italy",238,4,4,4,4,7,23,1149,3019,2331,3299,2278,12076
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","6afda059-04a5-4308-b776-a532ed142284","Italy",238,10,10,5,11,12,48,4207,3049,1278,3781,9152,21467
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","6afda059-04a5-4308-b776-a532ed142284","Italy",238,1,6,4,4,10,25,385,1447,1392,2102,5391,10717
"473d2e90-02dd-483e-ad19-3966ec20050a","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,3,2,4,6,17,867,1763,620,1111,3844,8205
"03964ff9-d24f-4a0a-a492-3a177e16eb11","6afda059-04a5-4308-b776-a532ed142284","Italy",238,1,4,4,2,5,16,505,2294,1393,374,1529,6095
"e87291fb-8da5-4c7a-af30-4413737f2401","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,6,1,1,5,15,594,1820,34,532,2915,5895
