"id_tester","id_item","pays","num_stimulus","rep_Z1","rep_Z2","rep_Z3","rep_Z4","rep_Z5","fix_tot","Temps_Z1","Temps_Z2","Temps_Z3","Temps_Z4","Temps_Z5","tps_tot"
"915ec45f-204b-411d-8ed7-7fdecb385e39","6afda059-04a5-4308-b776-a532ed142284","Italy",238,5,8,7,9,17,46,789,2361,2046,5093,6251,16540
"199d1269-1d8a-420a-a986-1f4f2ab4355f","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,4,12,6,14,13,49,1608,4260,2585,6889,5941,21283
"fd0537e8-3103-47f8-9998-44570bb8a45e","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,3,7,3,18,15,46,571,4551,531,2944,7305,15902
"e433aa11-cdb7-4733-88a9-7067cf52299b","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,4,13,2,13,17,49,848,6294,1218,4793,9032,22185
"149c1889-4e83-4153-b763-54fb60e60d99","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,0,5,3,8,11,27,0,3098,826,4134,6062,14120
"14229a71-f44e-4149-9f3c-aa7415691eae","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,3,10,7,5,10,35,1534,3560,3836,4499,4268,17697
"a724528f-7fe6-4ad6-bba1-21cb02db2af5","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,4,14,9,4,16,47,2672,5388,3173,6503,8525,26261
"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,3,1,2,3,10,51,1052,1015,1618,1177,4913
"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,6,2,5,5,20,836,1883,498,1967,1734,6918
"c464d108-c77f-41e7-bcbc-d5855c9a7968","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,7,14,7,12,9,49,1796,5027,3629,4236,2701,17389
"b20e7a20-ca68-410c-8214-fbb92bfdfe17","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,3,5,2,3,1,14,1328,1703,1069,1920,1117,7137
"131f7620-d15d-4560-86ab-564145745b9b","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,3,12,4,13,16,48,631,5125,2160,5185,10377,23478
"131ecf76-b806-4557-b2c0-183a418357ba","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,3,2,3,2,11,188,1797,982,1971,1671,6609
"9560482a-f0a3-4f68-a311-03d22aedbd05","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,2,1,4,3,11,528,312,1063,1108,1546,4557
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,8,15,15,12,16,66,2927,4241,6903,4654,7605,26330
"646465ef-0ad6-44cc-bd31-de24e1487943","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,4,18,7,10,12,51,1439,6576,2322,7393,5477,23207
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,8,8,4,8,7,35,1820,2677,1839,2451,3050,11837
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,3,6,2,6,8,25,916,1377,855,2687,4172,10007
"df6523cd-3270-4298-8d6f-00aa8e9455e6","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,0,10,8,5,7,30,0,4844,4043,2288,2118,13293
"54c68134-2c2a-4f2e-974b-32310830af0e","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,3,2,4,5,15,179,400,338,1362,4182,6461
"055d198c-f8b0-47b7-9eb3-94fc57808f93","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,10,13,9,12,12,56,2799,5176,4418,5100,5007,22500
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,9,7,3,5,25,313,2681,3185,1444,4802,12425
"de86783a-ac86-419a-a230-dad6b421fba4","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,6,10,5,6,8,35,1211,2632,1345,2843,3490,11521
"919c7921-7cef-4620-a2fe-766180ed2fbb","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,5,6,2,7,6,26,1437,1483,1913,2094,4408,11335
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,4,3,3,3,15,785,1497,922,1273,1950,6427
"06026e76-f9a4-4fb9-877d-bcd33373cdab","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,1,1,10,11,24,190,325,115,4129,6839,11598
"27e050a3-45e8-4076-9c25-32be9040da4e","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,0,5,2,4,11,22,0,4998,438,1708,7161,14305
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,5,7,5,10,11,38,1418,1236,2638,1833,5371,12496
"398e712a-fae6-451d-83c9-a7e500227e62","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,5,9,3,6,2,25,628,3229,2817,2329,317,9320
"65681129-f83c-4293-9ce3-9d1429367fd0","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,4,12,5,6,7,34,2069,3623,1776,2904,3073,13445
"035a43cf-cf88-4675-85e7-11eeb0b3641c","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,4,14,10,7,11,46,2213,6222,9289,4509,7227,29460
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,4,8,9,10,15,46,1427,1963,4017,2651,4787,14845
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,0,2,5,2,7,16,0,1682,3092,889,4635,10298
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,8,4,3,6,22,660,3915,2756,1997,4744,14072
"9577727a-fa45-4185-9778-4a56a41cf0f6","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,4,2,1,2,10,450,1275,2024,830,1582,6161
"073891b7-a928-4ff0-83e3-56f4d1a6315e","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,0,3,2,3,3,11,0,2080,850,2449,2458,7837
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,3,11,7,4,8,33,1254,5920,2089,1700,3794,14757
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,3,10,7,13,20,53,593,2196,1114,5298,7362,16563
"473d2e90-02dd-483e-ad19-3966ec20050a","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,4,4,4,5,19,94,1154,833,1135,2846,6062
"03964ff9-d24f-4a0a-a492-3a177e16eb11","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,3,2,1,4,11,583,2582,1935,274,2244,7618
"e87291fb-8da5-4c7a-af30-4413737f2401","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,4,5,2,5,18,1303,1124,1054,1175,1757,6413
"915ec45f-204b-411d-8ed7-7fdecb385e39","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,7,8,7,14,38,372,2282,3987,2829,10578,20048
"199d1269-1d8a-420a-a986-1f4f2ab4355f","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,8,1,2,4,18,1145,5076,338,595,2012,9166
"fd0537e8-3103-47f8-9998-44570bb8a45e","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,7,2,1,9,22,1148,1987,585,28,5791,9539
"e433aa11-cdb7-4733-88a9-7067cf52299b","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,0,2,2,17,14,35,0,356,1017,7794,7093,16260
"149c1889-4e83-4153-b763-54fb60e60d99","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,4,2,1,5,14,834,1150,717,612,2066,5379
"14229a71-f44e-4149-9f3c-aa7415691eae","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,7,6,6,13,34,1475,1697,953,2151,6311,12587
"a724528f-7fe6-4ad6-bba1-21cb02db2af5","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,12,12,7,27,61,1127,3322,2138,1611,11942,20140
"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,3,3,1,4,14,318,611,617,618,2077,4241
"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,4,3,1,4,13,815,2413,1021,413,2034,6696
"c464d108-c77f-41e7-bcbc-d5855c9a7968","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,7,3,3,11,10,34,4143,1261,870,4588,5480,16342
"b20e7a20-ca68-410c-8214-fbb92bfdfe17","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,1,0,7,1,10,466,99,0,1535,44,2144
"131f7620-d15d-4560-86ab-564145745b9b","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,6,5,3,14,29,178,1622,2716,1318,11452,17286
"131ecf76-b806-4557-b2c0-183a418357ba","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,1,1,2,3,8,473,1020,395,454,1057,3399
"9560482a-f0a3-4f68-a311-03d22aedbd05","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,3,5,2,4,17,776,1074,1161,766,2193,5970
"10e732f6-9a6a-474a-82e2-a4060fc8dffe","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,7,9,9,4,6,35,2954,3547,1284,941,6332,15058
"646465ef-0ad6-44cc-bd31-de24e1487943","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,7,15,5,3,12,42,2578,4018,802,375,10302,18075
"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,5,5,3,5,5,23,677,854,756,890,1881,5058
"9610f0dd-ff9f-4bd4-b311-459a04f965ca","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,7,4,3,10,27,933,1899,664,1375,3605,8476
"df6523cd-3270-4298-8d6f-00aa8e9455e6","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,5,11,13,7,20,56,1714,3198,3953,2369,6976,18210
"54c68134-2c2a-4f2e-974b-32310830af0e","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,6,6,4,4,6,26,3649,1143,1107,3015,7249,16163
"055d198c-f8b0-47b7-9eb3-94fc57808f93","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,5,6,6,10,9,36,1714,2035,1334,4590,8580,18253
"cea293cd-b0b1-40ea-8e71-756b3956e8ad","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,12,6,2,7,30,1786,2775,1604,695,4490,11350
"de86783a-ac86-419a-a230-dad6b421fba4","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,4,3,5,6,20,599,1535,98,1132,4317,7681
"919c7921-7cef-4620-a2fe-766180ed2fbb","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,2,1,6,6,17,556,1505,31,3017,1843,6952
"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,6,9,6,10,13,44,1398,1389,1390,1567,4327,10071
"06026e76-f9a4-4fb9-877d-bcd33373cdab","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,3,1,13,13,31,254,777,251,6038,9353,16673
"27e050a3-45e8-4076-9c25-32be9040da4e","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,8,5,1,11,26,196,4168,680,245,6380,11669
"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,6,8,5,4,9,32,1152,3314,1010,1395,4981,11852
"398e712a-fae6-451d-83c9-a7e500227e62","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,5,5,2,6,5,23,1033,2081,834,930,1750,6628
"65681129-f83c-4293-9ce3-9d1429367fd0","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,12,9,2,9,35,1604,2258,1528,951,3674,10015
"035a43cf-cf88-4675-85e7-11eeb0b3641c","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,7,9,10,5,12,43,1126,3983,3781,2095,9168,20153
"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,7,4,6,6,10,33,2281,1380,684,1448,3788,9581
"bf743fbf-9be2-49a1-bf7e-0b53276e6529","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,5,2,4,2,14,61,1744,234,1008,1528,4575
"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,5,8,3,7,26,1610,1239,1942,1025,6537,12353
"9577727a-fa45-4185-9778-4a56a41cf0f6","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,2,1,0,2,6,352,342,312,0,188,1194
"073891b7-a928-4ff0-83e3-56f4d1a6315e","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,0,2,2,0,5,9,0,749,1397,0,3982,6128
"cc933e0b-091f-4ef4-bfc8-11f2076d4396","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,6,15,5,11,14,51,1886,5806,936,2918,5508,17054
"4ed0a862-3163-449b-bb48-ca8b9ce3add0","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,2,2,7,15,27,631,140,156,2048,8512,11487
"473d2e90-02dd-483e-ad19-3966ec20050a","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,5,4,2,2,6,19,2143,907,787,1077,4353,9267
"03964ff9-d24f-4a0a-a492-3a177e16eb11","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,4,2,2,6,16,896,1362,2473,1086,2786,8603
"e87291fb-8da5-4c7a-af30-4413737f2401","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,4,3,3,5,18,1337,1159,913,1114,1945,6468
"915ec45f-204b-411d-8ed7-7fdecb385e39","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,5,11,10,19,21,66,1905,3120,2086,6717,12917,26745
"38c90b27-ea8c-4111-a922-4e81390fefab","34359006-f70f-438e-85d0-420cf2fe6944","Ukraine",156,2,5,2,2,2,13,1439,1085,380,632,1102,4638
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","34359006-f70f-438e-85d0-420cf2fe6944","Ukraine",156,1,1,3,1,3,9,868,537,1280,383,428,3496
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","34359006-f70f-438e-85d0-420cf2fe6944","Ukraine",156,8,4,2,6,4,24,2166,492,624,2390,3930,9602
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","34359006-f70f-438e-85d0-420cf2fe6944","Ukraine",156,1,2,0,3,2,8,446,351,0,3213,1268,5278
"c19419a4-de5b-4642-b925-120bf7999f25","34359006-f70f-438e-85d0-420cf2fe6944","Ukraine",156,4,9,6,3,6,28,1137,2328,1484,1691,2811,9451
"0cd83ffd-f258-4775-a358-c55074060d88","34359006-f70f-438e-85d0-420cf2fe6944","Ukraine",156,13,11,2,14,9,49,3089,1807,605,3573,2976,12050
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","34359006-f70f-438e-85d0-420cf2fe6944","Ukraine",156,1,2,2,2,3,10,91,648,504,215,1696,3154
"38c90b27-ea8c-4111-a922-4e81390fefab","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,9,3,7,5,3,27,4849,1031,1697,2009,1149,10735
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,3,2,3,6,4,18,1638,593,1090,1247,1474,6042
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,4,3,2,5,1,15,2153,1709,836,1420,368,6486
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,1,1,2,5,1,10,516,714,507,1559,174,3470
"c19419a4-de5b-4642-b925-120bf7999f25","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,7,6,6,8,6,33,4063,2989,1529,1654,4840,15075
"0cd83ffd-f258-4775-a358-c55074060d88","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,8,7,6,12,7,40,2857,3918,1722,1881,1969,12347
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,3,4,3,3,2,15,1526,974,285,445,776,4006
"38c90b27-ea8c-4111-a922-4e81390fefab","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,4,3,1,4,4,16,1555,625,758,1884,1593,6415
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,2,4,5,3,5,19,422,892,1403,948,3047,6712
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1,5,5,5,11,27,1392,1270,1756,2293,2878,9589
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1,2,2,2,4,11,123,192,794,250,1045,2404
"c19419a4-de5b-4642-b925-120bf7999f25","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,3,8,5,5,7,28,751,1566,1767,1178,3936,9198
"0cd83ffd-f258-4775-a358-c55074060d88","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,9,17,17,10,24,77,2015,3310,5429,2315,9475,22544
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,2,4,2,5,4,17,213,1408,589,1187,1333,4730
"38c90b27-ea8c-4111-a922-4e81390fefab","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,8,9,6,10,5,38,4417,3565,1545,5470,2064,17061
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,0,1,1,5,4,11,0,373,340,1873,541,3127
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2,5,3,10,1,21,585,1415,955,2499,30,5484
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1,4,3,6,1,15,267,954,1024,3211,114,5570
"c19419a4-de5b-4642-b925-120bf7999f25","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,3,5,1,9,4,22,434,1778,362,5133,1135,8842
"0cd83ffd-f258-4775-a358-c55074060d88","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2,4,3,9,4,22,231,1803,361,4396,650,7441
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,0,1,2,5,2,10,0,108,447,2174,255,2984
"38c90b27-ea8c-4111-a922-4e81390fefab","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1,3,1,3,6,14,93,702,377,2836,3598,7606
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,0,1,2,5,4,12,0,34,197,1067,2551,3849
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,3,4,3,11,23,685,1241,2885,522,4504,9837
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,0,1,0,6,9,16,0,15,0,2252,4107,6374
"c19419a4-de5b-4642-b925-120bf7999f25","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,2,2,5,6,17,426,659,738,2854,4652,9329
"0cd83ffd-f258-4775-a358-c55074060d88","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,6,10,4,10,32,350,1038,3003,1508,3679,9578
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2,4,6,1,10,23,318,532,3096,129,5133,9208
"38c90b27-ea8c-4111-a922-4e81390fefab","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,4,4,0,5,3,16,3110,621,0,1239,1405,6375
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,2,3,1,2,6,14,628,850,318,643,1976,4415
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,4,5,5,4,8,26,1166,979,522,954,2001,5622
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,0,6,3,0,5,14,0,1344,847,0,4828,7019
"c19419a4-de5b-4642-b925-120bf7999f25","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,9,15,5,7,17,53,2770,2139,2164,3947,9596,20616
"0cd83ffd-f258-4775-a358-c55074060d88","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,1,3,2,5,17,28,441,758,414,842,10136,12591
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","dd13fcba-0ae1-43d3-9d32-1672ed84f151","USA",327,0,1,2,0,4,7,0,237,406,0,945,1588
"38c90b27-ea8c-4111-a922-4e81390fefab","6afda059-04a5-4308-b776-a532ed142284","Italy",238,4,4,1,3,4,16,1116,1565,49,1047,2167,5944
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","6afda059-04a5-4308-b776-a532ed142284","Italy",238,1,2,1,1,2,7,230,499,239,218,1424,2610
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","6afda059-04a5-4308-b776-a532ed142284","Italy",238,1,8,8,3,14,34,319,2971,2509,636,7589,14024
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,2,3,1,3,11,605,176,1597,306,3798,6482
"c19419a4-de5b-4642-b925-120bf7999f25","6afda059-04a5-4308-b776-a532ed142284","Italy",238,6,5,4,9,11,35,2430,2664,4946,2517,3495,16052
"0cd83ffd-f258-4775-a358-c55074060d88","6afda059-04a5-4308-b776-a532ed142284","Italy",238,9,20,14,5,12,60,2968,4941,2290,1626,3437,15262
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","6afda059-04a5-4308-b776-a532ed142284","Italy",238,2,3,3,5,5,18,690,904,488,1195,2222,5499
"38c90b27-ea8c-4111-a922-4e81390fefab","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,3,1,3,3,11,323,1545,1025,1288,1628,5809
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,3,2,1,4,11,230,364,154,493,793,2034
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,5,10,3,14,33,626,2151,3098,2364,3519,11758
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,1,12,8,3,15,39,479,3650,2886,491,9224,16730
"c19419a4-de5b-4642-b925-120bf7999f25","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,6,9,4,11,32,378,1728,2029,1654,5116,10905
"0cd83ffd-f258-4775-a358-c55074060d88","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,6,7,10,17,42,382,1820,2130,3548,6042,13922
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","f61f9030-d814-495d-af95-0e643697de64","Brazil",352,2,6,7,7,13,35,281,1587,1594,2097,3845,9404
"38c90b27-ea8c-4111-a922-4e81390fefab","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,3,0,8,10,23,390,1625,0,6378,3656,12049
"4436282c-7d0f-4334-ba8d-80b7cfe2b849","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,3,2,2,3,12,792,780,274,985,1106,3937
"98a2ab99-afcb-447e-ae8d-4b96b374e4d7","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,4,1,4,6,17,613,975,18,1447,2145,5198
"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,1,2,2,3,5,13,589,814,156,365,2686,4610
"c19419a4-de5b-4642-b925-120bf7999f25","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,4,8,7,4,9,32,1116,4155,1695,1346,6836,15148
"0cd83ffd-f258-4775-a358-c55074060d88","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,2,7,8,5,18,40,529,964,2034,2742,7085,13354
"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","5445f170-12c1-48fc-9563-3709dd2993b0","Greece",980,3,3,1,3,3,13,886,905,0,1336,1025,4152
