"id","num_stimulus","var_x","var_y","id_tester","id_item"
"32","980",0,0,"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","5445f170-12c1-48fc-9563-3709dd2993b0"
"33","156",9,0,"c19419a4-de5b-4642-b925-120bf7999f25","34359006-f70f-438e-85d0-420cf2fe6944"
"33","238",11,-7,"c19419a4-de5b-4642-b925-120bf7999f25","6afda059-04a5-4308-b776-a532ed142284"
"33","327",11,-7,"c19419a4-de5b-4642-b925-120bf7999f25","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"33","352",0,0,"c19419a4-de5b-4642-b925-120bf7999f25","f61f9030-d814-495d-af95-0e643697de64"
"33","421",0,0,"c19419a4-de5b-4642-b925-120bf7999f25","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"33","489",9,-9,"c19419a4-de5b-4642-b925-120bf7999f25","cc2a8b56-732c-4e4c-a058-248783b68587"
"33","672",0,-21,"c19419a4-de5b-4642-b925-120bf7999f25","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"33","756",12,-8,"c19419a4-de5b-4642-b925-120bf7999f25","213479f7-39af-4b83-b0e9-4ba473d27429"
"33","980",3,-15,"c19419a4-de5b-4642-b925-120bf7999f25","5445f170-12c1-48fc-9563-3709dd2993b0"
"34","156",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","34359006-f70f-438e-85d0-420cf2fe6944"
"34","238",-9,-23,"0cd83ffd-f258-4775-a358-c55074060d88","6afda059-04a5-4308-b776-a532ed142284"
"34","327",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"34","352",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","f61f9030-d814-495d-af95-0e643697de64"
"34","421",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"34","489",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","cc2a8b56-732c-4e4c-a058-248783b68587"
"34","672",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"34","756",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","213479f7-39af-4b83-b0e9-4ba473d27429"
"34","980",0,0,"0cd83ffd-f258-4775-a358-c55074060d88","5445f170-12c1-48fc-9563-3709dd2993b0"
"35","156",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","34359006-f70f-438e-85d0-420cf2fe6944"
"35","238",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","6afda059-04a5-4308-b776-a532ed142284"
"35","327",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"35","352",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","f61f9030-d814-495d-af95-0e643697de64"
"35","421",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"35","489",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","cc2a8b56-732c-4e4c-a058-248783b68587"
"35","672",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"35","756",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","213479f7-39af-4b83-b0e9-4ba473d27429"
"35","980",0,0,"915ec45f-204b-411d-8ed7-7fdecb385e39","5445f170-12c1-48fc-9563-3709dd2993b0"
"36","156",13,-12,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","34359006-f70f-438e-85d0-420cf2fe6944"
"36","238",0,-8,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","6afda059-04a5-4308-b776-a532ed142284"
"36","327",0,0,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"36","352",0,0,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","f61f9030-d814-495d-af95-0e643697de64"
"36","421",0,0,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"36","489",0,0,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","cc2a8b56-732c-4e4c-a058-248783b68587"
"36","672",0,0,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"36","756",0,0,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","213479f7-39af-4b83-b0e9-4ba473d27429"
"36","980",0,0,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","5445f170-12c1-48fc-9563-3709dd2993b0"
"37","156",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","34359006-f70f-438e-85d0-420cf2fe6944"
"37","238",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","6afda059-04a5-4308-b776-a532ed142284"
"37","327",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"37","352",9,-6,"38c90b27-ea8c-4111-a922-4e81390fefab","f61f9030-d814-495d-af95-0e643697de64"
"37","421",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"37","489",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","cc2a8b56-732c-4e4c-a058-248783b68587"
"37","672",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"37","756",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","213479f7-39af-4b83-b0e9-4ba473d27429"
"37","980",0,0,"38c90b27-ea8c-4111-a922-4e81390fefab","5445f170-12c1-48fc-9563-3709dd2993b0"
"38","156",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","34359006-f70f-438e-85d0-420cf2fe6944"
"38","238",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","6afda059-04a5-4308-b776-a532ed142284"
"38","327",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"38","352",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","f61f9030-d814-495d-af95-0e643697de64"
"38","421",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"38","489",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","cc2a8b56-732c-4e4c-a058-248783b68587"
"38","672",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"38","756",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","213479f7-39af-4b83-b0e9-4ba473d27429"
"38","980",0,0,"199d1269-1d8a-420a-a986-1f4f2ab4355f","5445f170-12c1-48fc-9563-3709dd2993b0"
"39","156",23,-15,"fd0537e8-3103-47f8-9998-44570bb8a45e","34359006-f70f-438e-85d0-420cf2fe6944"
"39","238",0,0,"fd0537e8-3103-47f8-9998-44570bb8a45e","6afda059-04a5-4308-b776-a532ed142284"
"39","327",0,0,"fd0537e8-3103-47f8-9998-44570bb8a45e","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"39","352",0,0,"fd0537e8-3103-47f8-9998-44570bb8a45e","f61f9030-d814-495d-af95-0e643697de64"
"39","421",9,31,"fd0537e8-3103-47f8-9998-44570bb8a45e","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"39","489",0,0,"fd0537e8-3103-47f8-9998-44570bb8a45e","cc2a8b56-732c-4e4c-a058-248783b68587"
"39","672",0,0,"fd0537e8-3103-47f8-9998-44570bb8a45e","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"39","756",0,0,"fd0537e8-3103-47f8-9998-44570bb8a45e","213479f7-39af-4b83-b0e9-4ba473d27429"
"39","980",0,0,"fd0537e8-3103-47f8-9998-44570bb8a45e","5445f170-12c1-48fc-9563-3709dd2993b0"
"40","156",6,-27,"e433aa11-cdb7-4733-88a9-7067cf52299b","34359006-f70f-438e-85d0-420cf2fe6944"
"40","238",10,-27,"e433aa11-cdb7-4733-88a9-7067cf52299b","6afda059-04a5-4308-b776-a532ed142284"
"40","327",0,0,"e433aa11-cdb7-4733-88a9-7067cf52299b","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"40","352",0,-9,"e433aa11-cdb7-4733-88a9-7067cf52299b","f61f9030-d814-495d-af95-0e643697de64"
"40","421",0,0,"e433aa11-cdb7-4733-88a9-7067cf52299b","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"40","489",11,-8,"e433aa11-cdb7-4733-88a9-7067cf52299b","cc2a8b56-732c-4e4c-a058-248783b68587"
"40","672",0,0,"e433aa11-cdb7-4733-88a9-7067cf52299b","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"40","756",0,0,"e433aa11-cdb7-4733-88a9-7067cf52299b","213479f7-39af-4b83-b0e9-4ba473d27429"
"40","980",0,0,"e433aa11-cdb7-4733-88a9-7067cf52299b","5445f170-12c1-48fc-9563-3709dd2993b0"
"41","156",0,0,"149c1889-4e83-4153-b763-54fb60e60d99","34359006-f70f-438e-85d0-420cf2fe6944"
"41","238",0,-8,"149c1889-4e83-4153-b763-54fb60e60d99","6afda059-04a5-4308-b776-a532ed142284"
"41","327",-9,-28,"149c1889-4e83-4153-b763-54fb60e60d99","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"41","352",0,-10,"149c1889-4e83-4153-b763-54fb60e60d99","f61f9030-d814-495d-af95-0e643697de64"
"41","421",-5,-10,"149c1889-4e83-4153-b763-54fb60e60d99","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"41","489",0,-22,"149c1889-4e83-4153-b763-54fb60e60d99","cc2a8b56-732c-4e4c-a058-248783b68587"
"41","672",-10,-21,"149c1889-4e83-4153-b763-54fb60e60d99","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"41","756",-3,-18,"149c1889-4e83-4153-b763-54fb60e60d99","213479f7-39af-4b83-b0e9-4ba473d27429"
"41","980",0,-33,"149c1889-4e83-4153-b763-54fb60e60d99","5445f170-12c1-48fc-9563-3709dd2993b0"
"42","156",0,0,"14229a71-f44e-4149-9f3c-aa7415691eae","34359006-f70f-438e-85d0-420cf2fe6944"
"42","238",-2,-12,"14229a71-f44e-4149-9f3c-aa7415691eae","6afda059-04a5-4308-b776-a532ed142284"
"42","327",0,0,"14229a71-f44e-4149-9f3c-aa7415691eae","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"42","352",0,-11,"14229a71-f44e-4149-9f3c-aa7415691eae","f61f9030-d814-495d-af95-0e643697de64"
"42","421",0,0,"14229a71-f44e-4149-9f3c-aa7415691eae","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"42","489",0,0,"14229a71-f44e-4149-9f3c-aa7415691eae","cc2a8b56-732c-4e4c-a058-248783b68587"
"42","672",-6,-16,"14229a71-f44e-4149-9f3c-aa7415691eae","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"42","756",0,0,"14229a71-f44e-4149-9f3c-aa7415691eae","213479f7-39af-4b83-b0e9-4ba473d27429"
"42","980",0,0,"14229a71-f44e-4149-9f3c-aa7415691eae","5445f170-12c1-48fc-9563-3709dd2993b0"
"43","156",0,-14,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","34359006-f70f-438e-85d0-420cf2fe6944"
"43","238",9,-14,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","6afda059-04a5-4308-b776-a532ed142284"
"43","327",2,-14,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"43","352",5,-12,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","f61f9030-d814-495d-af95-0e643697de64"
"43","421",0,0,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"43","489",0,-11,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","cc2a8b56-732c-4e4c-a058-248783b68587"
"43","672",0,-16,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"43","756",0,0,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","213479f7-39af-4b83-b0e9-4ba473d27429"
"43","980",0,-13,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","5445f170-12c1-48fc-9563-3709dd2993b0"
"44","156",0,0,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","34359006-f70f-438e-85d0-420cf2fe6944"
"44","238",-8,9,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","6afda059-04a5-4308-b776-a532ed142284"
"44","327",0,0,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"44","352",-6,14,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","f61f9030-d814-495d-af95-0e643697de64"
"44","421",0,0,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"44","489",0,0,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","cc2a8b56-732c-4e4c-a058-248783b68587"
"44","672",0,0,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"44","756",0,0,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","213479f7-39af-4b83-b0e9-4ba473d27429"
"44","980",0,0,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","5445f170-12c1-48fc-9563-3709dd2993b0"
"45","156",0,0,"c464d108-c77f-41e7-bcbc-d5855c9a7968","34359006-f70f-438e-85d0-420cf2fe6944"
"45","238",0,-18,"c464d108-c77f-41e7-bcbc-d5855c9a7968","6afda059-04a5-4308-b776-a532ed142284"
"45","327",0,0,"c464d108-c77f-41e7-bcbc-d5855c9a7968","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"45","352",0,0,"c464d108-c77f-41e7-bcbc-d5855c9a7968","f61f9030-d814-495d-af95-0e643697de64"
"45","421",0,0,"c464d108-c77f-41e7-bcbc-d5855c9a7968","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"45","489",0,0,"c464d108-c77f-41e7-bcbc-d5855c9a7968","cc2a8b56-732c-4e4c-a058-248783b68587"
"45","672",0,0,"c464d108-c77f-41e7-bcbc-d5855c9a7968","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"45","756",-7,-16,"c464d108-c77f-41e7-bcbc-d5855c9a7968","213479f7-39af-4b83-b0e9-4ba473d27429"
"45","980",0,0,"c464d108-c77f-41e7-bcbc-d5855c9a7968","5445f170-12c1-48fc-9563-3709dd2993b0"
"46","156",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","34359006-f70f-438e-85d0-420cf2fe6944"
"46","238",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","6afda059-04a5-4308-b776-a532ed142284"
"46","327",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"46","352",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","f61f9030-d814-495d-af95-0e643697de64"
"46","421",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"46","489",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","cc2a8b56-732c-4e4c-a058-248783b68587"
"46","672",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"46","756",10,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","213479f7-39af-4b83-b0e9-4ba473d27429"
"46","980",0,0,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","5445f170-12c1-48fc-9563-3709dd2993b0"
"47","156",8,4,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","34359006-f70f-438e-85d0-420cf2fe6944"
"47","238",0,0,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","6afda059-04a5-4308-b776-a532ed142284"
"47","327",10,0,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"47","352",0,0,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","f61f9030-d814-495d-af95-0e643697de64"
"47","421",21,-3,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"47","489",0,0,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","cc2a8b56-732c-4e4c-a058-248783b68587"
"47","672",-5,0,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"47","756",0,0,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","213479f7-39af-4b83-b0e9-4ba473d27429"
"47","980",0,0,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","5445f170-12c1-48fc-9563-3709dd2993b0"
"48","156",0,0,"131f7620-d15d-4560-86ab-564145745b9b","34359006-f70f-438e-85d0-420cf2fe6944"
"48","238",0,0,"131f7620-d15d-4560-86ab-564145745b9b","6afda059-04a5-4308-b776-a532ed142284"
"48","327",0,-20,"131f7620-d15d-4560-86ab-564145745b9b","dd13fcba-0ae1-43d3-9d32-1672ed84f151"
"48","352",1,-15,"131f7620-d15d-4560-86ab-564145745b9b","f61f9030-d814-495d-af95-0e643697de64"
"48","421",9,-10,"131f7620-d15d-4560-86ab-564145745b9b","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a"
"48","489",0,-16,"131f7620-d15d-4560-86ab-564145745b9b","cc2a8b56-732c-4e4c-a058-248783b68587"
"48","672",0,0,"131f7620-d15d-4560-86ab-564145745b9b","20f3c152-6ebf-49db-8e1a-00eebd99feb6"
"48","756",-12,-3,"131f7620-d15d-4560-86ab-564145745b9b","213479f7-39af-4b83-b0e9-4ba473d27429"
"48","980",0,0,"131f7620-d15d-4560-86ab-564145745b9b","5445f170-12c1-48fc-9563-3709dd2993b0"
